CODICE_SCUOLA,M_Docenti,F_Docenti,Tot_Docenti,M_Supplenti,F_Supplenti,Tot_Supplenti,M_ATA,F_ATA,Tot_ATA
VCEE808017,4,60,64,2,20,22,5,28,33
TPTD02201L,4,60,64,2,20,22,5,28,33
MIEE82002Q,5,49,54,2,12,14,9,17,26
PVPS02000X,25,74,99,1,4,5,7,24,31
BNEE85506D,2,45,47,1,8,9,9,18,27
CZEE821026,1,62,63,0,10,10,8,17,25
NAEE8DH014,2,48,50,1,18,19,14,5,19
NAEE33502P,2,43,45,0,13,13,9,9,18
OREE810019,3,39,42,2,10,12,5,17,22
MEMM707013,3,39,42,2,10,12,5,17,22
IMTD00702B,39,49,88,4,7,11,11,12,23
GOEE80802X,4,46,50,1,9,10,2,19,21
ROEE82303B,1,29,30,1,8,9,4,15,19
TOEE8AJ01X,4,62,66,1,17,18,7,23,30
NAEE8GN01C,0,38,38,0,12,12,5,11,16
LTTD006016,49,118,167,11,33,44,13,23,36
CSEE86406C,1,18,19,1,3,4,12,7,19
BITF00401D,18,56,74,4,4,8,5,19,24
BGMM854027,10,22,32,4,4,8,6,12,18
MEMM83702R,10,56,66,0,13,13,11,24,35
SIMM806015,0,14,14,0,2,2,3,15,18
AGEE01100C,6,59,65,1,16,17,15,6,21
MITD103016,34,73,107,5,18,23,9,15,24
TVMM818012,11,36,47,3,7,10,6,22,28
RAEE82602V,5,72,77,2,18,20,3,31,34
MTMM828017,8,24,32,3,4,7,3,28,31
MIEE8E3023,7,47,54,3,8,11,8,21,29
BSEE81203Q,4,65,69,0,7,7,8,18,26
TVEE867018,5,104,109,0,21,21,7,23,30
GOMM80201V,0,25,25,0,8,8,3,17,20
MITD02102X,32,59,91,3,7,10,6,19,25
RITD00601P,40,94,134,3,27,30,16,38,54
BREE81602E,3,57,60,0,22,22,12,12,24
PAMM8AJ019,15,31,46,4,2,6,13,15,28
PCMM80801P,2,24,26,0,4,4,2,24,26
GRMM822017,7,13,20,2,1,3,5,11,16
MTEE82101D,1,25,26,0,4,4,8,8,16
CSEE8AH02E,4,92,96,0,27,27,13,17,30
UDRC021018,26,48,74,1,5,6,6,15,21
LOMM80702X,5,26,31,0,5,5,4,24,28
NAEE8BM02L,0,57,57,0,20,20,5,21,26
ANSD01002T,43,100,143,10,33,43,13,23,36
NARH090505,49,85,134,15,32,47,22,14,36
CHEE07201R,6,78,84,0,28,28,4,24,28
CBEE836014,3,33,36,0,4,4,17,42,59
VIMM813027,8,45,53,1,11,12,6,28,34
COPC020007,23,54,77,0,3,3,10,12,22
CZTF00750T,31,53,84,4,5,9,0,0,0
BGTD03301E,45,79,124,8,17,25,14,19,33
VIMM814034,17,38,55,5,8,13,7,34,41
BOEE85201D,2,66,68,1,17,18,10,22,32
BARI03901T,31,67,98,3,14,17,7,19,26
TARI02401R,69,70,139,12,28,40,18,24,42
MOEE84302N,4,110,114,1,33,34,7,29,36
CNEE86203A,3,123,126,0,46,46,12,46,58
PARH02050Q,134,216,350,33,81,114,62,36,98
SSRI01152N,59,54,113,10,32,42,0,0,0
PTPS01000P,33,49,82,1,5,6,8,18,26
AVEE86702Q,3,43,46,1,6,7,13,16,29
BLEE824034,4,40,44,2,6,8,4,19,23
PGEE825019,1,32,33,0,6,6,4,14,18
GEEE859017,7,94,101,4,25,29,5,33,38
CAEE8AB044,5,52,57,1,12,13,1,26,27
CBEE82001E,3,46,49,0,15,15,7,19,26
POEE812015,4,62,66,1,12,13,3,26,29
FRMM834019,6,23,29,2,6,8,2,16,18
CAEE8AA015,2,83,85,0,21,21,4,23,27
CSMM85006D,8,18,26,1,3,4,8,15,23
PZEE814028,6,30,36,1,3,4,1,16,17
SPEE81601X,3,38,41,0,11,11,4,25,29
BOEE86001C,3,70,73,2,14,16,6,25,31
FIPS01802N,37,91,128,7,22,29,7,21,28
AQPS018016,26,97,123,2,12,14,3,24,27
BGEE88803C,2,48,50,0,6,6,3,21,24
TPTD00201B,41,65,106,17,11,28,20,12,32
NAMM8CA01N,7,35,42,2,8,10,9,12,21
RMTF04050B,70,88,158,4,24,28,9,31,40
AGMM83801B,19,21,40,5,1,6,13,10,23
CAEE8AE01C,0,59,59,0,26,26,7,16,23
TAEE861034,1,31,32,0,4,4,3,19,22
CTEE04802E,6,73,79,0,18,18,11,10,21
BOEE812013,5,57,62,1,10,11,6,19,25
BAEE897025,0,62,62,0,16,16,8,19,27
NAEE8FR026,4,61,65,1,20,21,12,10,22
BOEE876012,3,40,43,1,15,16,6,16,22
NARI138014,79,113,192,10,36,46,24,13,37
TERI011015,60,131,191,16,56,72,19,26,45
TPEE01201P,2,68,70,0,23,23,9,16,25
AREE81703E,0,40,40,0,10,10,2,17,19
ANEE83802P,2,27,29,0,6,6,1,17,18
AREE813048,8,76,84,3,23,26,4,32,36
VTMM80302G,4,16,20,1,2,3,3,19,22
PGRI03601D,11,32,43,6,13,19,3,10,13
GEMM85101G,20,54,74,8,16,24,10,29,39
VIMM849044,13,26,39,1,4,5,6,18,24
VIEE835025,3,29,32,0,11,11,5,10,15
RMEE833019,2,76,78,1,12,13,6,14,20
RNEE806042,3,104,107,1,35,36,13,33,46
RMEE8A3058,4,104,108,3,27,30,4,32,36
RMRF11301Q,37,123,160,6,31,37,9,29,38
LCMM823046,14,50,64,4,13,17,6,43,49
ANEE844033,5,69,74,2,14,16,6,31,37
BSMM87101C,6,29,35,1,4,5,8,21,29
MIMM8A302G,13,39,52,3,10,13,4,29,33
TOEE8AS01Q,4,49,53,0,8,8,10,28,38
AGMM819045,23,35,58,4,3,7,27,15,42
GEEE818011,2,22,24,0,4,4,0,0,0
VCEE803036,6,55,61,4,22,26,4,23,27
SSTD01654D,70,84,154,15,22,37,0,0,0
LTSL02000C,34,65,99,8,15,23,6,21,27
VREE85504R,5,89,94,3,20,23,7,31,38
LTMM80802D,10,17,27,6,5,11,3,17,20
PZRH010005,29,59,88,2,20,22,38,27,65
NAMM87901P,14,55,69,6,16,22,8,12,20
GEEE805053,3,48,51,1,10,11,7,26,33
APEE82802P,3,62,65,2,12,14,5,30,35
TOMM829025,9,28,37,4,5,9,9,31,40
TOEE84001X,2,71,73,1,23,24,5,26,31
SAEE8B601N,4,63,67,2,22,24,13,6,19
UDMM80903N,5,12,17,1,1,2,5,18,23
NOEE83201D,4,40,44,3,12,15,14,19,33
SIMM81201C,8,28,36,3,5,8,4,34,38
BSMM84001R,13,41,54,2,6,8,11,22,33
BIEE816037,8,89,97,4,28,32,11,28,39
PZTD024038,25,86,111,0,17,17,14,21,35
TPPM03000Q,17,69,86,4,17,21,12,15,27
CSRA05301V,15,29,44,2,9,11,9,7,16
NAEE8D704B,1,46,47,0,14,14,9,8,17
BNEE842027,0,19,19,0,4,4,7,14,21
CNEE855015,5,63,68,2,18,20,11,20,31
PNEE83203Q,3,67,70,2,11,13,4,24,28
RGEE83402V,3,67,70,2,11,13,4,24,28
LCEE80506Q,3,48,51,0,6,6,9,18,27
KRRC00201Q,3,48,51,0,6,6,9,18,27
PDMM87103V,12,35,47,3,7,10,4,23,27
BIEE81903P,10,64,74,5,16,21,16,39,55
NAMM607002,9,65,74,0,8,8,3,16,19
CNMM80201G,5,22,27,0,5,5,3,27,30
NAPS03000A,27,71,98,0,3,3,11,21,32
PGEE841028,4,24,28,0,7,7,1,25,26
NARC06201B,50,110,160,15,29,44,22,16,38
VBEE804019,1,43,44,1,10,11,5,26,31
BAEE027064,2,65,67,2,17,19,6,15,21
PIMM83403T,2,65,67,2,17,19,6,15,21
AVMM844011,2,65,67,2,17,19,6,15,21
MEMM842028,8,25,33,1,4,5,7,26,33
PTEE809024,8,52,60,3,19,22,2,20,22
MBMM8CM01R,7,30,37,2,7,9,8,15,23
PAEE83702G,2,42,44,1,13,14,12,12,24
VCMM811012,10,43,53,2,14,16,4,28,32
RCPM036017,24,64,88,4,13,17,14,12,26
RMMM8AB028,10,20,30,3,3,6,5,15,20
BSEE81902D,2,46,48,0,7,7,9,16,25
MOEE85101G,6,106,112,2,35,37,10,25,35
SOEE80405X,3,45,48,2,4,6,5,21,26
AQEE829025,3,49,52,0,13,13,1,26,27
NAEE172075,2,72,74,1,18,19,14,9,23
PAEE88801B,3,57,60,2,9,11,18,9,27
MIEE8FT02N,4,73,77,1,10,11,9,20,29
POMM805011,16,41,57,5,14,19,3,21,24
AGEE848057,8,57,65,4,18,22,11,19,30
GEEE859039,7,94,101,4,25,29,5,33,38
VVEE81504G,2,26,28,0,5,5,9,14,23
NUMM87901V,2,14,16,0,2,2,3,11,14
CZMM872044,12,26,38,1,4,5,11,18,29
PDEE84801R,2,39,41,0,8,8,2,18,20
NAEE8F4012,2,45,47,0,13,13,11,10,21
TVEE83701C,6,64,70,1,17,18,3,27,30
BGEE84903T,2,69,71,1,22,23,5,17,22
GEMM86401N,10,44,54,0,10,10,4,22,26
CEEE8A701E,2,47,49,1,13,14,8,11,19
ANEE851025,2,47,49,1,13,14,8,11,19
CATD03202G,23,49,72,3,7,10,10,19,29
LEEE08101A,2,48,50,1,11,12,4,17,21
AREE82302R,6,64,70,4,24,28,9,23,32
NAMM07800V,4,54,58,0,7,7,4,11,15
RGPM01801D,27,111,138,1,10,11,10,34,44
VVRC009016,54,52,106,9,12,21,20,17,37
MEEE830012,3,42,45,2,10,12,9,11,20
SSMM806033,10,29,39,1,10,11,3,23,26
TPTD00802B,43,73,116,11,21,32,22,19,41
VAEE843019,2,73,75,0,18,18,2,26,28
GRRC00902X,39,95,134,4,22,26,9,24,33
ENEE82001X,2,49,51,0,12,12,11,19,30
TREE82103Q,1,41,42,0,11,11,1,24,25
BAEE17800G,1,65,66,0,25,25,1,20,21
FREE83905N,2,90,92,1,29,30,8,20,28
CATL031026,103,88,191,10,25,35,21,23,44
TOEE807018,3,42,45,2,5,7,10,17,27
BARH058504,52,101,153,7,35,42,0,0,0
LUEE83005A,5,61,66,1,11,12,3,27,30
TOEE888055,6,75,81,2,24,26,14,25,39
BREE02201T,2,65,67,1,14,15,6,19,25
MIMM8B9014,15,53,68,2,16,18,11,16,27
TOEE81304P,6,29,35,2,7,9,4,16,20
FOEE021005,2,64,66,2,12,14,1,30,31
CEEE8BE05N,3,72,75,0,15,15,15,18,33
CNEE83703N,0,39,39,0,12,12,2,20,22
CSEE829032,6,16,22,1,2,3,12,13,25
RIMM82402X,6,20,26,0,5,5,5,25,30
TOPS05201P,59,162,221,18,57,75,13,22,35
PAEE8AA02B,4,64,68,1,29,30,11,14,25
RMEE8A3036,4,104,108,3,27,30,4,32,36
PGSD03000P,25,81,106,6,39,45,7,21,28
SAMM83003A,7,12,19,1,0,1,7,10,17
MIEE8A304P,7,12,19,1,0,1,7,10,17
CNRH028013,7,12,19,1,0,1,7,10,17
LEEE832014,0,35,35,0,8,8,8,11,19
ARMM83701L,8,26,34,2,10,12,6,18,24
SSMM02800T,34,61,95,14,19,33,3,13,16
FIMM834011,15,48,63,3,16,19,7,26,33
MSRI006012,72,133,205,19,53,72,15,29,44
KREE80304N,4,46,50,2,14,16,17,10,27
AVEE88203V,4,45,49,0,12,12,3,22,25
AVMM81803E,17,33,50,5,6,11,16,20,36
MEMM849012,9,16,25,3,2,5,13,12,25
GEEE81502E,2,27,29,1,7,8,5,16,21
ALMM823018,5,18,23,0,4,4,8,23,31
LEMM816026,8,24,32,1,1,2,9,18,27
SAPM05801P,38,96,134,6,11,17,15,13,28
ARSD01701B,16,52,68,4,17,21,4,19,23
FREE82001C,1,37,38,1,5,6,5,17,22
CZRC011511,35,75,110,4,24,28,0,0,0
PIEE838014,4,47,51,0,13,13,0,25,25
SSRC02901Q,4,47,51,0,13,13,0,25,25
BOTF023014,103,98,201,6,17,23,27,28,55
TVEE87306R,103,98,201,6,17,23,27,28,55
TOMM86301G,19,33,52,5,11,16,11,28,39
MIEE8CH021,7,77,84,4,17,21,9,17,26
RMEE8FS03B,5,116,121,4,30,34,9,29,38
PNRI00602X,72,116,188,10,33,43,20,28,48
FGEE87002D,0,39,39,0,14,14,11,14,25
GEEE80602Q,3,35,38,3,9,12,2,16,18
UDEE827027,5,45,50,3,9,12,5,19,24
APEE82903G,1,64,65,0,15,15,8,29,37
PGEE86602L,3,36,39,0,6,6,4,23,27
NAMM8CW01R,16,60,76,3,18,21,10,12,22
RMEE8AM043,1,46,47,0,14,14,5,19,24
PVEE823021,1,60,61,0,19,19,5,34,39
SIPC00101C,26,76,102,2,10,12,5,20,25
TOEE832011,1,47,48,0,12,12,2,28,30
REMM81101D,7,23,30,0,5,5,5,20,25
CSTE051011,43,159,202,4,35,39,14,22,36
MSEE80902R,4,76,80,0,22,22,6,27,33
CSPC07601V,6,40,46,0,11,11,1,0,1
TOMM857018,10,24,34,3,6,9,4,23,27
MCEE812028,1,28,29,1,6,7,4,15,19
RAEE804011,3,61,64,0,13,13,4,27,31
RIEE81702T,5,61,66,1,21,22,3,32,35
CNEE86401X,2,79,81,1,23,24,6,34,40
BSEE8AD03B,2,66,68,0,12,12,9,24,33
SAEE8A201Q,5,28,33,0,8,8,6,15,21
KRRC002548,5,28,33,0,8,8,6,15,21
KREE82902Q,2,46,48,0,16,16,14,8,22
CSRH01701X,51,116,167,7,43,50,34,38,72
CEMM843012,10,43,53,6,10,16,10,9,19
PREE83203G,1,50,51,0,10,10,4,19,23
RMEE8GN02C,2,77,79,1,23,24,4,22,26
BGEE85901A,2,56,58,0,8,8,6,19,25
VCEE80601G,3,48,51,1,16,17,6,24,30
NOEE81606R,1,89,90,1,30,31,11,31,42
ISEE829014,0,34,34,0,13,13,10,17,27
MCEE83701G,0,34,34,0,13,13,10,17,27
CNMM85902C,4,34,38,1,10,11,9,30,39
PVTD009023,44,103,147,2,18,20,10,24,34
RNRC00201L,56,103,159,6,19,25,6,33,39
PDEE89004A,6,72,78,0,11,11,7,24,31
LCMM81302D,10,33,43,4,5,9,6,27,33
SOPS00801G,59,68,127,6,12,18,7,23,30
TOTD09050N,28,61,89,3,2,5,9,18,27
PAEE81401T,5,46,51,2,16,18,14,6,20
VAEE873026,2,67,69,1,16,17,6,25,31
BNPC002015,32,82,114,2,9,11,11,22,33
ATEE005041,1,85,86,0,23,23,3,25,28
TVRA018026,55,58,113,11,20,31,18,25,43
BOEE80801B,9,84,93,2,29,31,3,30,33
NATD037012,39,107,146,10,29,39,17,16,33
POEE81601C,5,65,70,1,11,12,5,26,31
SOPS00201L,27,63,90,3,13,16,8,27,35
FGEE879031,3,53,56,0,16,16,18,5,23
PZEE88503B,0,54,54,0,7,7,8,20,28
CZEE86502X,2,57,59,1,12,13,15,14,29
LTEE85302C,2,55,57,1,23,24,9,18,27
CBPS02301E,71,82,153,4,20,24,14,30,44
AQEE84001V,1,86,87,0,33,33,11,21,32
MIEE8FE018,6,52,58,2,8,10,6,22,28
PTEE81503C,5,85,90,1,33,34,1,31,32
SARA010049,71,113,184,10,50,60,25,20,45
BGEE84603A,4,84,88,2,20,22,2,27,29
ANTD01651E,101,145,246,12,31,43,0,0,0
CZMM85201Q,8,26,34,1,4,5,9,18,27
POEE82201Q,6,88,94,3,22,25,8,37,45
NAMM8FD011,4,33,37,0,5,5,16,14,30
SVMM81001A,5,23,28,0,8,8,3,22,25
MBMM8E1016,22,68,90,10,20,30,8,29,37
ATEE81802X,6,68,74,2,15,17,7,27,34
NAEE147005,2,86,88,0,27,27,10,15,25
GEEE86403R,2,56,58,1,10,11,4,22,26
FGMM842017,10,27,37,2,12,14,7,17,24
CTEE83401E,0,66,66,0,24,24,9,22,31
MIEE8FP01X,11,103,114,4,28,32,12,21,33
MOPM01000T,37,97,134,4,25,29,7,25,32
BREE82301L,0,43,43,0,13,13,13,9,22
SAEE05308A,5,55,60,1,18,19,9,12,21
PCEE80402D,2,33,35,0,5,5,7,16,23
GREE81802N,3,54,57,0,14,14,5,25,30
CHMM81002C,9,24,33,2,12,14,5,16,21
ATEE812054,4,56,60,3,11,14,7,31,38
AVTF02101X,48,73,121,6,15,21,11,17,28
TPRC022019,39,106,145,12,44,56,15,17,32
UDRI00601V,47,55,102,4,15,19,17,12,29
ENEE820021,2,49,51,0,12,12,11,19,30
BAEE87403D,3,62,65,1,20,21,6,21,27
MIEE82001P,5,49,54,2,12,14,9,17,26
NARA112018,35,47,82,7,10,17,14,10,24
MCEE83004X,5,73,78,1,19,20,5,24,29
TVMM847012,7,21,28,1,3,4,0,19,19
CTEE85501G,3,63,66,0,15,15,9,22,31
GERC00602R,49,138,187,9,44,53,15,25,40
NAEE332016,2,58,60,0,17,17,8,15,23
PIEE82304D,2,44,46,0,8,8,6,18,24
FGRH060003,58,59,117,12,13,25,23,15,38
NARH128012,57,98,155,3,26,29,21,15,36
RMRH00401G,26,67,93,6,20,26,10,26,36
MNEE81503T,4,65,69,1,23,24,7,25,32
NUMM821017,9,20,29,1,4,5,1,22,23
CLPM01401T,34,85,119,10,24,34,13,13,26
TREE009003,2,61,63,0,21,21,4,19,23
MIEE84101Q,1,44,45,0,9,9,2,12,14
VREE86405L,3,56,59,0,13,13,5,18,23
UDEE84005R,2,25,27,0,1,1,4,21,25
VRMM880019,9,21,30,0,2,2,4,16,20
CAMM88503Q,17,24,41,3,4,7,7,22,29
LEEE875012,0,49,49,0,10,10,11,8,19
AREE81701C,0,40,40,0,10,10,2,17,19
PZMM82103B,13,23,36,2,2,4,7,26,33
BNMM81002P,9,21,30,2,2,4,8,24,32
MBTD41000Q,34,84,118,0,11,11,8,22,30
UDMM84503R,9,26,35,0,4,4,6,24,30
TREE82201D,5,59,64,1,16,17,4,21,25
PDEE82403A,0,43,43,0,8,8,4,26,30
SAEE866047,4,25,29,0,3,3,10,11,21
BOSL02000A,49,145,194,8,43,51,15,26,41
GERI020503,32,30,62,2,6,8,14,16,30
LEEE816027,3,47,50,1,10,11,9,18,27
MIEE8D001X,9,88,97,4,21,25,3,30,33
ARRI01750E,16,52,68,4,17,21,0,0,0
LEMM823018,10,30,40,1,6,7,10,16,26
GEMM82901A,6,14,20,1,5,6,4,19,23
GEEE817015,1,52,53,0,18,18,5,27,32
AREE842037,5,56,61,2,15,17,2,28,30
SVMM82201L,13,31,44,2,7,9,7,23,30
GEMM84301L,6,23,29,3,4,7,3,26,29
CZMM84002E,8,21,29,0,3,3,9,18,27
LUEE81101R,5,53,58,0,18,18,6,26,32
TOEE8A803R,2,62,64,0,15,15,7,32,39
CSEE810042,0,16,16,0,2,2,7,5,12
PSEE81504A,2,27,29,1,3,4,7,17,24
VETL02101N,68,80,148,11,21,32,18,30,48
MIMM8AF012,8,24,32,4,9,13,7,10,17
CTSD05000A,8,24,32,4,9,13,7,10,17
RMEE8BK04A,8,24,32,4,9,13,7,10,17
BOMM817015,5,40,45,3,8,11,9,16,25
FITA00750X,55,84,139,13,32,45,0,0,0
REMM83101P,8,34,42,2,6,8,6,28,34
LEPS034018,56,62,118,0,4,4,13,21,34
TPMM81901B,5,30,35,0,6,6,3,19,22
TOEE8A201Q,3,67,70,1,25,26,15,20,35
BNMM82901P,15,35,50,2,6,8,8,21,29
ANEE835027,3,37,40,0,15,15,3,19,22
CSEE8AU027,1,37,38,0,7,7,10,14,24
RMEE83101N,3,45,48,1,14,15,3,20,23
VEEE82301E,2,80,82,1,20,21,2,35,37
PVMM82602B,19,67,86,10,29,39,10,46,56
TVEE83102E,1,36,37,0,7,7,4,16,20
MOMM810018,9,27,36,4,2,6,7,29,36
BNTD022019,61,71,132,5,14,19,15,15,30
TOEE8CH021,8,81,89,4,20,24,5,30,35
FGEE106046,1,41,42,0,11,11,6,11,17
BAEE897014,0,62,62,0,16,16,8,19,27
PARH021028,47,110,157,18,54,72,29,9,38
TPEE01202Q,2,68,70,0,23,23,9,16,25
RGMM82001V,9,23,32,2,3,5,8,21,29
CHMM817027,8,20,28,3,6,9,2,22,24
BSEE8AK04R,5,105,110,1,22,23,8,26,34
UDEE81204G,3,60,63,1,10,11,5,29,34
ROPM01000Q,30,82,112,2,7,9,11,20,31
CBMM85302T,10,14,24,2,2,4,4,18,22
SAMM8AA01V,11,26,37,2,2,4,9,12,21
BGEE80801D,2,41,43,0,12,12,5,11,16
TSPS010006,11,34,45,0,0,0,6,8,14
PTEE82103Q,3,34,37,1,10,11,4,22,26
AVMM842019,4,25,29,0,8,8,6,12,18
SAMM8AG01T,9,15,24,3,1,4,12,6,18
BGEE868048,3,62,65,1,10,11,4,25,29
BGEE854017,2,51,53,0,11,11,6,12,18
SREE82102N,3,51,54,3,15,18,8,22,30
CAMM84101X,10,25,35,6,6,12,10,9,19
RMMM8E301D,7,47,54,0,12,12,3,27,30
VEEE855034,0,63,63,0,15,15,9,28,37
MERH024509,49,95,144,6,30,36,0,0,0
LOPM010008,19,82,101,1,9,10,6,16,22
CRMM81501D,7,19,26,3,5,8,5,19,24
BNEE849033,3,31,34,1,7,8,7,17,24
FRMM80402E,6,15,21,2,4,6,4,15,19
GOEE80201X,0,41,41,0,11,11,3,17,20
NAEE8BF028,2,30,32,0,6,6,11,10,21
RIRI007508,58,65,123,5,6,11,0,0,0
CSEE89205G,3,58,61,0,13,13,13,11,24
AGPM017011,56,73,129,3,13,16,21,14,35
TAMM815017,6,13,19,0,2,2,4,12,16
CSEE8AH01D,4,92,96,0,27,27,13,17,30
TAEE840022,6,85,91,3,27,30,11,18,29
BAPS064019,54,72,126,0,4,4,12,21,33
MEPC060017,17,67,84,3,12,15,11,14,25
ANSD01001R,43,100,143,10,33,43,13,23,36
SVEE811028,3,59,62,1,15,16,7,24,31
RMMM8D901T,11,51,62,2,12,14,9,19,28
SSMM813025,13,32,45,1,10,11,4,31,35
LTPC006017,49,118,167,11,33,44,13,23,36
CEMM8BE06N,14,28,42,5,3,8,15,18,33
BRPS00301X,23,73,96,4,14,18,9,12,21
GREE81806T,3,54,57,0,14,14,5,25,30
AVEE851015,1,31,32,0,7,7,3,12,15
SATF07401N,59,72,131,6,12,18,28,16,44
CAEE845018,3,49,52,0,10,10,6,17,23
VITL013012,51,68,119,6,18,24,14,19,33
APEE804059,9,59,68,1,20,21,9,34,43
SIEE806027,3,36,39,0,9,9,3,15,18
FITF010003,64,75,139,1,5,6,10,23,33
BGRC033017,45,79,124,8,17,25,14,19,33
SAEE81901E,1,29,30,1,6,7,7,12,19
NUEE83202Q,3,27,30,1,3,4,4,17,21
PDTD01701D,35,58,93,3,3,6,7,22,29
PAPS10002A,35,58,93,3,3,6,7,22,29
RCEE84304X,1,48,49,1,10,11,9,18,27
BLRI001024,41,46,87,4,4,8,10,16,26
BASD039013,31,67,98,3,14,17,7,19,26
NAEE069016,5,58,63,3,24,27,6,14,20
NAEE10102T,8,83,91,5,36,41,15,11,26
MTEE82702D,3,90,93,0,14,14,7,31,38
RMEE8ER01D,4,58,62,1,15,16,5,15,20
COMM81902P,12,26,38,4,6,10,1,31,32
BRMM81601C,7,30,37,2,12,14,12,12,24
GREE822029,2,25,27,1,6,7,5,11,16
ATEE808029,0,43,43,0,10,10,4,25,29
UDTD02101G,26,48,74,1,5,6,6,15,21
CEMM8AK01A,8,20,28,3,5,8,11,10,21
LIMM81601C,6,23,29,1,9,10,4,18,22
POEE812026,4,62,66,1,12,13,3,26,29
MIRC074014,42,67,109,6,23,29,11,13,24
MNMM820027,10,33,43,2,6,8,10,25,35
BGMM888019,7,20,27,1,4,5,3,21,24
CBMM836013,6,19,25,0,3,3,17,42,59
VIEE81305B,2,60,62,0,14,14,6,28,34
NARI09650G,53,101,154,12,33,45,0,0,0
PVEE80302Q,1,57,58,0,15,15,7,25,32
COPM02000B,38,87,125,1,6,7,4,25,29
BOEE86902X,2,29,31,0,7,7,8,18,26
PAEE85804P,5,53,58,1,14,15,14,14,28
SSMM835033,10,17,27,1,2,3,6,11,17
VREE831015,1,43,44,0,10,10,2,15,17
CTEE8BA02D,2,53,55,1,23,24,5,17,22
CBMM82401R,9,16,25,1,4,5,0,0,0
RAMM811013,15,46,61,6,11,17,4,30,34
ANEE83801N,2,27,29,0,6,6,1,17,18
PTPS03000X,20,63,83,0,13,13,5,21,26
CSMM85301Q,5,13,18,0,3,3,5,12,17
BLMM824022,7,24,31,1,2,3,4,19,23
PAEE077067,2,71,73,1,25,26,18,5,23
CSEE81206Q,4,78,82,0,19,19,12,18,30
BAEE81902X,1,69,70,0,26,26,7,15,22
FREE83402B,1,43,44,0,17,17,2,16,18
LUEE82705E,1,43,44,0,17,17,2,16,18
TOMM894039,20,42,62,4,10,14,16,31,47
FIPS01801L,37,91,128,7,22,29,7,21,28
AQSD01801L,26,97,123,2,12,14,3,24,27
TPPM00201L,41,65,106,17,11,28,20,12,32
RMEE8A3025,4,104,108,3,27,30,4,32,36
ENEE817036,2,42,44,0,10,10,14,10,24
BAEE87901E,1,46,47,0,15,15,10,11,21
PAEE8AX04C,3,61,64,1,23,24,16,10,26
MSEE82002G,4,70,74,2,20,22,2,29,31
BARI050523,63,67,130,5,33,38,24,14,38
NARI137029,102,152,254,21,59,80,22,31,53
APMM82203Q,10,28,38,2,7,9,6,33,39
FGMM84701A,8,16,24,1,1,2,11,7,18
FIEE854017,5,66,71,1,18,19,8,23,31
CEMM849011,13,27,40,4,10,14,11,11,22
RMEE893011,2,75,77,0,34,34,8,18,26
MIMM895013,16,47,63,7,15,22,6,20,26
CTTD18050T,45,100,145,4,26,30,13,14,27
CASL01350E,23,49,72,6,10,16,0,0,0
CSEE872016,3,76,79,0,18,18,17,15,32
FRMM851013,8,33,41,0,8,8,2,18,20
TVEE83702D,6,64,70,1,17,18,3,27,30
VRMM85502N,7,39,46,1,6,7,7,31,38
RMRF113515,37,123,160,6,31,37,0,0,0
LTMM80801C,10,17,27,6,5,11,3,17,20
APEE826089,1,57,58,0,16,16,6,34,40
MNMM80802L,13,44,57,5,15,20,7,27,34
RMMM8FR013,4,35,39,1,7,8,5,25,30
LIRC002501,36,102,138,9,33,42,0,0,0
NAMM87501B,10,36,46,5,9,14,12,16,28
UDMM821016,12,18,30,4,3,7,3,23,26
RCMM85704R,8,16,24,4,3,7,5,12,17
SAEE8B602P,4,63,67,2,22,24,13,6,19
SIEE81204L,1,67,68,0,18,18,4,34,38
PZRC02401V,25,86,111,0,17,17,14,21,35
VEPS07000G,26,74,100,1,9,10,9,26,35
APMM83501Q,9,47,56,1,10,11,3,34,37
TPPM050001,32,74,106,6,15,21,10,10,20
CEEE87401P,3,67,70,2,16,18,19,9,28
MBEE84802C,10,75,85,4,18,22,2,23,25
KREE80305P,4,46,50,2,14,16,17,10,27
PAMM8AB015,12,20,32,7,6,13,11,13,24
BLTF00801P,70,76,146,6,8,14,12,24,36
RMEE8E301E,2,96,98,0,31,31,3,27,30
BIEE81901L,10,64,74,5,16,21,16,39,55
APEE82801N,3,62,65,2,12,14,5,30,35
TAEE824013,3,38,41,0,9,9,2,15,17
RMEE8FQ029,3,60,63,1,19,20,4,24,28
NAMM535009,17,82,99,2,21,23,10,11,21
MCEE806076,2,29,31,0,3,3,5,13,18
TVEE818057,4,59,63,1,14,15,6,22,28
VEEE859019,2,61,63,0,14,14,6,20,26
LTEE826013,1,23,24,0,6,6,4,9,13
VAMM865026,15,34,49,1,12,13,2,26,28
PCEE81202C,5,107,112,0,28,28,9,37,46
CNEE85402A,2,81,83,0,23,23,9,22,31
SVMM817026,11,36,47,1,13,14,10,26,36
TVEE86704B,5,104,109,0,21,21,7,23,30
MSRC00602A,5,104,109,0,21,21,7,23,30
BAEE026079,5,104,109,0,21,21,7,23,30
SOEE81101V,3,23,26,1,3,4,7,14,21
NAEE8EP01V,3,23,26,1,3,4,7,14,21
PIEE834051,3,23,26,1,3,4,7,14,21
AVEE844012,3,23,26,1,3,4,7,14,21
IMEE80201V,1,63,64,0,12,12,7,22,29
MIPS026016,46,95,141,5,5,10,19,19,38
RCMM839014,18,32,50,4,6,10,19,15,34
